lc_code,inst,faculty,dept
30104017,"Universitas Pattimura","Fakultas Teknik Universitas Pattimura","Prodi S1 Teknik Perminyakan Jurusan Teknik Geologi Fakultas 10"
30104020,"Politeknik Negeri Cilacap","Jurusan Rekayasa Mesin dan Industri Pertanian","Program Studi Pengembangan Produk Agroindustri"
30104027,"Universitas Sam Ratulangi","Fakultas Pertanian","Program Studi S1 Agronomi Jurusan Budidaya Pertanian 3"
30104028,"Institut Seni Indonesia Padang","Fakultas Seni Rupa dan Desain","Program Studi D4 Animasi Jurusan 3"
30104029,"Universitas Jambi","Fakultas Pendidikan Pancasila dan Kewarganegaraan Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30104031,"Universitas Tanjungpura","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 3"
30104037,"Politeknik Negeri Malang","Bagian Akademik dan Kemahasiswaan","Subbagian Akademik"
30104041,"Politeknik Negeri Jakarta","Jurusan Teknik Sipil","D3 Konstruksi Sipil"
30104045,"Politeknik Negeri Banyuwangi",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30104046,"Universitas Sultan Ageng","Fakultas Ekonomi dan Bisnis","Jurusan S1 Akuntansi Fakultas Ekonomi 3"
30104047,"Politeknik Negeri Bandung","Jurusan Akuntansi","D3 Akuntansi Jurusan Akuntansi"
30104050,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Elektro","Program Studi D3-Teknologi Listrik"
30104055,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30104056,"Politeknik Negeri Malang","Jurusan Teknik Mesin","D4 Teknik Mesin Produksi dan Perawatan Jurusan Teknik Mesin"
30104059,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Vokasional Mekatronika 4"
30104064,"Universitas Riau","Fakultas Ilmu Hubungan Internasional","Prodi S1 Ilmu Hubungan Internasional Jurusan 5"
30104067,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Manufaktur","D3 Pemeliharaan Mesin Jurusan Teknik Manufaktur"
30104076,"Politeknik Negeri Bandung","Jurusan Teknik Konversi Energi","D4 Teknologi Pembangkit Tenaga Listrik Jurusan Teknik Konversi Energi"
30104088,"Politeknik Pertanian Negeri Kupang","Jurusan Kehutanan",D4
30104089,"Politeknik Negeri Nunukan","Jurusan Teknik Mesin",NULL
30104090,"Universitas Manado","Fakultas Ilmu Sosial dan Hukum","Prodi S1 17"
30104091,"Universitas Tadulako","Fakultas Pendidikan MIPA","Prodi S1 Pendidikan Fisika Jurusan 1"
30104092,"Politeknik Negeri Manado","Jurusan Teknik Elektro","D4 Teknik Informatika Jurusan Teknik Elektro"
30104093,"Universitas Pattimura","Fakultas Fakultas Matematika dan Ilmu Pengetahuan Alam Universitas Pattimura","Prodi S1 Bioteknologi Jurusan Biologi 1"
30104099,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Universitas Pembangunan Program Studi S1 Teknik Geomatika Jurusan Teknik Geologi"
30104100,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Kimia","Program Studi D3-Teknologi Kimia"
30104104,"Politeknik Negeri Semarang",NULL,"Unit Penunjang Akademik Layanan Uji Kompetensi"
30104109,"Universitas Sembilanbelas Prodi S1 Agribisnis Fakultas Pertanian Perikanan dan Peternakan","Fakultas Pertanian Perikanan dan Peternakan","Universitas Sembilanbelas Prodi S1 Agribisnis Fakultas Pertanian Perikanan dan Peternakan"
30104112,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Elektro","Program Studi D4-Teknologi Rekayasa Jaringan Telekomunikasi"
30104114,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Universitas Pembangunan Program Studi S1 Teknik Geologi Jurusan Teknik Geologi"
30104116,"Universitas Borneo Tarakan","Fakultas Perikanan dan Ilmu Kelautan","Program Studi S2 Magister 3"
30104119,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Ilmu Sejarah 2"
30104121,"Politeknik Negeri Kupang","Jurusan Pariwisata","D4 Perhotelan Jurusan Pariwisata"
30104123,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 2"
30104125,"Politeknik Pertanian Negeri Kupang","Jurusan Tanaman Pangan dan Horltikultura",D4
30104127,"Universitas Sriwijaya","Fakultas Fakultas Kedokteran","Program Studi Sp-2 Ilmu Penyakit Dalam Bagian Ilmu Penyakit Dalam 8"
30104131,"Universitas Pattimura","Fakultas Komunikasi Jurusan Ilmu Administrasi Fakultas Ilmu Sosial dan Ilmu Politik Universitas Pattimura","Prodi S1 Ilmu 2"
30104137,"Politeknik Negeri Bandung","Bagian Keuangan dan Umum",NULL
30104139,"Politeknik Negeri Semarang","Jurusan Akuntansi","Program Studi D3"
30104143,"Politeknik Negeri Banjarmasin","Jurusan Teknik Sipil dan Kebumian","D4 Teknik Bangunan Rawa"
30104146,"Universitas Lambung Mangkurat","FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM","Pendidikan Profesi Apoteker Fakultas 1"
30104148,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi Spesialis-1 Radiologi 4"
30104150,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104151,"Politeknik Negeri Manado","Jurusan Teknik Elektro","D3 Teknik Komputer Jurusan Teknik Elektro"
30104153,"Politeknik Negeri Bandung","Jurusan Teknik Konversi Energi","D3 Teknik Konversi Energi Jurusan Teknik Konversi Energi"
30104154,"Politeknik Negeri Medan","Jurusan Teknik Sipil","D3 Teknik Sipil"
30104159,"Universitas Pattimura","Fakultas Pendidikan Jasmani Kesehatan dan Rekreasi Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan Universitas Pattimura","Prodi S1 2"
30104160,"Universitas Lampung","Fakultas Komputer Jurusan Ilmu Komputer","Prodi S1 Ilmu 1"
30104161,"Universitas Riau","Fakultas Dasar Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Guru Sekolah 3"
30104162,"Politeknik Negeri Sriwijaya","Jurusan Teknik Sipil","D4 Perancangan Jalan Dan Jembatan Jurusan Teknik Sipil"
30104164,"Institut Seni Indonesia Padang","Fakultas Seni Pertunjukan","Program Studi D4 Musik Film Jurusan Musik 4"
30104167,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Elektro","Program Studi D4-Teknologi Rekayasa Mekatronika"
30104168,"Politeknik Negeri Malang","Bagian Akademik dan Kemahasiswaan",NULL
30104173,"Universitas Mulawarman","Fakultas Pertanian","Prodi S2 Pertanian Tropika Basah Jurusan Teknologi Hasil 3"
30104176,"Universitas Pattimura","Fakultas Perkapalan Fakultas Teknik Universitas Pattimura","Prodi S1 Teknik Transportasi Laut Jurusan Teknik 2"
30104177,"Universitas Negeri Makassar","Fakultas Ilmu Sosial","Program Studi S1 Pendidikan Administrasi Perkantoran Jurusan 13"
30104180,"Universitas Sriwijaya","Fakultas Kedokteran","Program Studi Sp-1 Ilmu Patologi Anatomi Bagian Patologi Anatomi Fakultas 18"
30104181,"Politeknik Negeri Bengkalis","Bagian Keuangan dan Umum","Subbagian Umum"
30104183,"Politeknik Manufaktur Negeri Bangka Belitung","Bagian Perencanaan Keuangan dan Umum",NULL
30104184,"Universitas Jambi","Fakultas Pendidikan Sejarah Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30104187,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104194,"Politeknik Negeri Bandung","Jurusan Administrasi Niaga","D3 Administrasi Bisnis Jurusan Administrasi Niaga"
30104195,"Politeknik Negeri Samarinda","Jurusan Teknik Mesin","D3 Teknik Alat Berat Jurusan Teknik Mesin"
30104197,"Universitas Tadulako","Fakultas Jurusan Ilmu Ekonomi dan Studi Pembangunan","Prodi S1 Ekonomi dan Pembangunan 1"
30104199,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Bisnis Pertanian","Program Studi Agribisnis"
30104200,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Program Studi D-III Fisioterapi 8"
30104202,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro","D3 Teknik Elektronika Jurusan Teknik Elektro"
30104205,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro","D3 Teknik Telekomunikasi Jurusan Teknik Elektro"
30104209,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Peternakan dan Kesehatan Hewan",NULL
30104217,"Universitas Bengkulu","Fakultas Matematika","Program Studi S1 Pendidikan 1"
30104225,"Politeknik Negeri Malang","Jurusan Teknik Sipil","D4 Manajemen Rekayasa Konstruksi Jurusan Teknik Sipil"
30104235,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D4 Teknologi Kimia Industri"
30104237,"Politeknik Negeri Indramayu","Jurusan Teknik","D4 Perancangan Manufaktur"
30104238,"Politeknik Negeri Balikpapan","Jurusan Teknik Sipil","D3 Teknik Sipil Jurusan Teknik Sipil"
30104239,"Universitas Sriwijaya","Fakultas Geologi Fakultas Teknik","Program Studi S1 Teknik Geologi Jurusan Teknik Pertambangan dan 5"
30104243,"Universitas Singaperbangsa Pendidikan","Fakultas Keguruan dan Ilmu Pendidikan","S1 Pendidikan Bahasa dan Sastra Indonesia Fakultas Keguruan dan Ilmu 2"
30104243,"Universitas Singaperbangsa Pendidikan","Fakultas Keguruan dan Ilmu Pendidikan","S1 Pendidikan Bahasa dan Sastra Indonesia Fakultas Keguruan dan Ilmu 3"
30104244,"Politeknik Negeri Madiun","Jurusan Teknik","D4 Teknologi Rekayasa Otomotif Jurusan Teknik"
30104245,"Politeknik Negeri Bali","Jurusan Pariwisata","D4 Manajemen Bisnis Pariwisata"
30104246,"Universitas Jambi","Fakultas Perikanan","Prodi S1 Peternakan Fakultas Peternakan dan 3"
30104246,"Universitas Jambi","Fakultas Perikanan","Prodi S1 Peternakan Fakultas Peternakan dan 4"
30104247,"Universitas Pattimura","Fakultas kelautan Jurusan Ilmu Kelautan Fakultas Perikanan dan Ilmu kelautan Universitas Pattimura","Prodi S1 Ilmu 3"
30104248,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Sastra Indonesia 6"
30104250,"Politeknik Negeri Jember","Jurusan Teknik","D4 Mesin Otomotif Jurusan teknik"
30104251,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Manufaktur","D3 Teknologi Pembuatan Perkakas Presisi Jurusan Teknik Manufaktur"
30104254,"Politeknik Negeri Bengkalis","Jurusan Teknik Elektro","Program Studi D3 Teknik Elektronika"
30104257,"Universitas Mulawarman","Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Teknologi Hasil 6"
30104258,"Politeknik Negeri Manado","Jurusan Teknik Mesin","D4 Teknik Mesin Produksi dan Perawatan Jurusan Teknik Mesin"
30104260,"Universitas Lambung Mangkurat","FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM","Prodi S1"
30104264,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30104265,"Politeknik Negeri Subang","Jurusan Agroindustri","D3 Agroindustri"
30104267,"Universitas Sembilanbelas Prodi S1 Teknologi Hasil Pertanian Fakultas Pertanian Perikanan dan Peternakan","Fakultas Pertanian Perikanan dan Peternakan","Universitas Sembilanbelas Prodi S1 Teknologi Hasil Pertanian Fakultas Pertanian Perikanan dan Peternakan"
30104268,"Politeknik Negeri Media Kreatif","Jurusan Desain Grafis","Program Studi D3 Desain Grafis Kampus Medan"
30104269,"Politeknik Negeri Bali","Bagian Perencanaan Keuangan dan Umum",NULL
30104271,"Politeknik Negeri Semarang","Jurusan Teknik Elektro","Program Studi D3"
30104272,"Politeknik Negeri Media Kreatif","Jurusan Desain Grafis",NULL
30104274,"Universitas Samudra","Fakultas Pendidikan Guru Jurusan Pendidikan Ilmu Pengetahuan Sosial","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan"
30104275,"Politeknik Negeri Ambon","Bagian Keuangan dan Umum","Subbagian Umum"
30104278,"Universitas Lampung","Fakultas Prodi S2 Pendidikan Matematika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S2 Pendidikan Matematika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104280,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Sipil","D4 Perancangan Bangunan Gedung"
30104282,"Universitas Sriwijaya","Fakultas Fakultas Ilmu Komputer","Program Studi S1 Teknik Informatika Jurusan Teknik Informatika 1"
30104282,"Universitas Sriwijaya","Fakultas Fakultas Ilmu Komputer","Program Studi S1 Teknik Informatika Jurusan Teknik Informatika 4"
30104283,"Universitas Lampung","Fakultas Spesialis (PPDS)","Prodi Sp-1 Penyakit Dalam Jurusan Pendidikan Dokter 2"
30104288,"Politeknik Negeri Pontianak","Jurusan Akuntansi","D4 Akuntansi Sektor Publik"
30104289,"Politeknik Pertanian Negeri Kupang","Jurusan Perikanan dan Kelautan",D4
30104290,"Politeknik Negeri Padang","Jurusan Teknik Mesin","D3 Alat Berat Jurusan Teknik Mesin"
30104291,"Universitas Manado","Fakultas Bahasa dan Seni","Prodi. S1 Pendidikan Bahasa dan Sastra Inggris Jurusan Pendidikan Bahasa dan Sastra Inggris Fakultas Bahasa dan Seni"
30104293,"Politeknik Negeri Samarinda","Jurusan Teknik Mesin","D4 Teknik Mesin Produksi dan Perawatan Jurusan Teknik Mesin"
30104295,"Universitas Cenderawasih","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 1"
30104298,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 1"
30104299,"Politeknik Negeri Madura","Jurusan Kesehatan","D3 Keperawatan Jurusan Kesehatan"
30104303,"Universitas Jambi","Fakultas Pendidikan Guru Pendidikan Anak Usia Dini Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30104307,"Universitas Trunojoyo Madura","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 1"
30104308,"Politeknik Negeri Padang","Jurusan Teknik Elektro","D4 Teknik Elektronika Jurusan Teknik Elektro"
30104311,"Politeknik Negeri Manado",NULL,"Unit Penunjang Akademik Perpustakaan"
30104312,"Politeknik Negeri Padang","Jurusan Teknologi Informasi","D4 Teknologi Rekayasa Perangkat Lunak Jurusan Teknologi Informasi"
30104313,"Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","D4 Teknik Energi Jurusan Teknik Kimia"
30104317,"Politeknik Pertanian Negeri Samarinda","Jurusan Rekayasa dan Komputer",NULL
30104318,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Sipil","D3 Teknik Konstruksi Gedung"
30104320,"Politeknik Negeri Media Kreatif","Jurusan Penerbitan","Program Studi D3 Penyiaran"
30104322,"Politeknik Negeri Madura","Pusat Penelitian dan Pengabdian Kepada Masyarakat",NULL
30104323,"Politeknik Negeri Medan","Jurusan Teknik Elektro","D3 Teknik Elektronika"
30104326,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Energi Terbarukan"
30104330,"Politeknik Negeri Padang","Jurusan Administrasi Niaga","D4 Destinasi Pariwisata Jurusan Administrasi Niaga"
30104334,NULL,"Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Pembangunan"
30104335,"Politeknik Negeri Madura","Jurusan Teknologi Elektro","D4 Teknologi Rekayasa Otomasi Jurusan Teknologi Elektro"
30104337,"Universitas Jember","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104338,"Universitas Sriwijaya","Fakultas Publik Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S3 Doktor Administrasi 2"
30104341,"Universitas Sriwijaya","Fakultas Pertanian","Program Studi S1 Agroekoteknologi Jurusan Budidaya Pertanian Fakultas 1"
30104341,"Universitas Sriwijaya","Fakultas Pertanian","Program Studi S1 Agroekoteknologi Jurusan Budidaya Pertanian Fakultas 7"
30104342,"Universitas Samudra","Fakultas Bahasa Indonesia Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 2"
30104343,"Politeknik Negeri Ujung Pandang","Jurusan Akuntansi","D4 Akuntansi Manajerial (PSDKU Kab. Kolaka)"
30104346,"Politeknik Negeri Subang","Jurusan Kesehatan",NULL
30104349,"Politeknik Perkapalan Negeri Surabaya","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30104355,"Politeknik Negeri Jember","Jurusan Manajemen Agribisnis","D4 Manajemen Agribisnis PSDKU Kabupaten Ngawi jurusan Manajemen Agribisnis"
30104356,"Politeknik Negeri Bandung",NULL,"Unit Penunjang Akademik Pengembangan Karier dan Kewirausahaan"
30104358,"Politeknik Elektronika Negeri Surabaya","Bagian Perencanaan Keuangan dan Umum",NULL
30104363,"Politeknik Negeri Tanah Laut","Jurusan Komputer dan Bisnis","D3 Akuntansi Jurusan Komputer dan Bisnis"
30104365,"Universitas Riau","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104367,"Politeknik Negeri Bandung","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia"
30104369,"Politeknik Negeri Bandung","Jurusan Teknik Mesin","D4 Proses Manufaktur Jurusan Teknik Mesin"
30104372,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi S1 Tr. Pengelolaan Agribisnis"
30104374,"Politeknik Negeri Subang","Jurusan Teknologi Informasi dan Komputer","D3 Sistem Informasi"
30104375,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman",NULL
30104377,"Universitas Pattimura","Fakultas Administrasi Pendidikan Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan Universitas Pattimura","Prodi S1 1"
30104379,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Budidaya Tanaman","Program Studi Teknologi Benih"
30104380,"Politeknik Negeri Bandung","Jurusan Teknik Elektro","D3 Teknik Listrik Jurusan Teknik Elektro"
30104383,"Universitas Negeri Makassar","Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa 4"
30104388,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Universitas Pembangunan Program Studi S1 Ilmu Komunikasi Jurusan Ilmu Komunikasi"
30104394,"Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Teknologi Rekayasa Cetak Dan Grafis 3 Dimensi"
30104395,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Mesin","D3 Teknik Otomotif"
30104403,"Politeknik Negeri Banjarmasin","Jurusan Teknik Elektro","D3 Teknik Informatika"
30104406,"Universitas Sam Ratulangi","Fakultas Teknik","Program Studi S1 Arsitektur Jurusan Teknik Arsitektur Fakultas 8"
30104407,"Politeknik Negeri Sriwijaya","Jurusan Administrasi Bisnis","D4 Usaha Perjalanan Wisata Jurusan Administrasi Bisnis"
30104412,"Politeknik Negeri Ketapang","Jurusan Pertanian dan Bisnis","D3 Agroindustri Jurusan Pertanian dan Bisnis"
30104413,"Universitas Lambung Mangkurat","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi S2"
30104417,"Politeknik Negeri Media Kreatif","Jurusan Teknik Grafika","Program Studi D4 Teknologi Rekayasa Pengemasan-Jurusan Teknik Grafika"
30104419,"Politeknik Negeri Lampung","Jurusan Teknologi Pertanian","Program Studi D3 Teknik Sumberdaya Lahan dan Lingkungan"
30104421,"Universitas Sriwijaya","Fakultas Pendidikan Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 4"
30104424,"Politeknik Negeri Balikpapan","Jurusan Teknik Sipil","D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan Jurusan Teknik Sipil"
30104426,"Politeknik Negeri Bandung","Jurusan Teknik Komputer dan Informatika","D4 Teknik Informatika jurusan Teknik Komputer dan Informatika"
30104440,"Universitas Pembangunan Nasional Veteran" Jawa Timur"","Fakultas Pertanian","Prodi S1"
30104444,"Universitas Sriwijaya","Fakultas Fakultas Kedokteran","Program Studi Sp-1 Ilmu Penyakit Mata Bagian Ilmu Kesehatan Mata 10"
30104445,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Kimia","D3 Analisis Kimia"
30104449,"Universitas Trunojoyo Madura","Fakultas Ilmu Sosial dan Ilmu Budaya","Prodi S1 1"
30104453,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Sipil","Program Studi D4-Teknologi Rekayasa Konstruksi Jalan dan Jembatan"
30104455,"Politeknik Negeri Bengkalis","Jurusan Administrasi Niaga","Program Studi D4 Akutansi Keuangan Publik"
30104462,"Universitas Riau","Fakultas Prodi S1 Pendidikan Matematika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Matematika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30104463,"Universitas Pendidikan Ganesha","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 1"
30104464,"Universitas Palangka Raya","Fakultas Pertanian Kehutanan dan Perikanan","Prodi S1"
30104466,"Politeknik Negeri Lampung","Jurusan Teknologi Pertanian","Program Studi D3 Mekanisasi Pertanian"
30104469,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi S-2 Sains Biomedis 3"
30104473,"Politeknik Negeri Banyuwangi","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum Bagian Perencanaan Keuangan dan Umum"
30104474,"Universitas Pendidikan Ganesha","Fakultas Bahasa dan Seni","Program Studi D4 Bahasa Inggris Untuk Komunikasi Bisnis 1"
30104480,"Politeknik Negeri Bandung","Jurusan Teknik Mesin",NULL
30104487,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S-1 Hubungan Internasional Jurusan Hubungan Internasional Fakultas Ilmu Sosial dan Ilmu Politik"
30104490,"Universitas Sultan Ageng","Fakultas Ekonomi dan Bisnis","Jurusan S1 Manajemen Fakultas Ekonomi 4"
30104491,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Pengecoran Logam","D3 Teknologi Pengecoran Logam Jurusan Teknik Pengecoran Logam"
30104493,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D3 Akuntansi"
30104496,"Politeknik Negeri Samarinda","Jurusan Teknik Sipil","D4 Teknologi Rekayasa Konstruksi Bangunan Air Jurusan Teknik Sipil"
30104497,NULL,"Fakultas Teknik","Program Studi Sarjana Terapan (D4) Teknologi Rekayasa Konstruksi Bangunan Gedung"
30104498,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D4 Animasi"
30104499,"Politeknik Negeri Indramayu","Jurusan Teknik","D3 Teknik Pendingin dan Tata Udara"
30104503,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Program Studi S-1 Fisioterapi 1"
30104503,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Program Studi S-1 Fisioterapi 12"
30104504,"Politeknik Negeri Pontianak","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis PSDKU Singkawang"
30104510,"Universitas Cenderawasih","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 2"
30104511,"Universitas Negeri Makassar","Fakultas Seni dan Desain","Program Studi S1 Desain Komunikasi Visual 11"
30104516,"Universitas Tidar","Fakultas Perikanan","Prodi S1 Peternakan Jurusan Teknologi Peternakan dan 2"
30104517,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi S1 Tr. Akuntansi Bisnis Digital"
30104520,"Universitas Jambi","Fakultas Pendidikan Ekonomi Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 4"
30104521,"Universitas Cenderawasih","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Anak 2"
