loc_code,data1,data2,data3,data4,data5,data6
30100865,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan IPA"
30100867,NULL,NULL,"Politeknik Negeri Padang","Jurusan Teknik Mesin","D4 Rekayasa Perancangan Mekanik Jurusan Teknik Mesin",NULL
30100867,NULL,NULL,"Politeknik Negeri Padang","Jurusan Teknik Mesin","D4 Rekayasa Perancangan Mekanik Jurusan Teknik Mesin",NULL
30100868,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Olahraga","Program Studi S1 Pendidikan Jasmani Kesehatan dan Rekreasi Fakultas Ilmu Olahraga",NULL
30100868,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Olahraga","Program Studi S1 Pendidikan Jasmani Kesehatan dan Rekreasi Fakultas Ilmu Olahraga",NULL
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100870,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Teknik Mesin Fakultas Teknik"
30100872,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jenderal Soedirman","Statistika Jurusan Matematika"
30100872,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jenderal Soedirman","Statistika Jurusan Matematika"
30100872,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jenderal Soedirman","Statistika Jurusan Matematika"
30100872,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jenderal Soedirman","Statistika Jurusan Matematika"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100874,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Jurusan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Administrasi"
30100875,"Fakultas Bahasa dan Seni","Jurusan Bahasa Asing Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pendidikan Ganesha","Bahasa Asing"
30100875,"Fakultas Bahasa dan Seni","Jurusan Bahasa Asing Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pendidikan Ganesha","Bahasa Asing"
30100876,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan",NULL,NULL,"Universitas Riau","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30100876,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan",NULL,NULL,"Universitas Riau","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30100876,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan",NULL,NULL,"Universitas Riau","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30100876,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan",NULL,NULL,"Universitas Riau","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30100877,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi Sp-1","Ilmu Bedah Fakultas Kedokteran dan Ilmu Kesehatan"
30100877,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi Sp-1","Ilmu Bedah Fakultas Kedokteran dan Ilmu Kesehatan"
30100877,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi Sp-1","Ilmu Bedah Fakultas Kedokteran dan Ilmu Kesehatan"
30100877,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi Sp-1","Ilmu Bedah Fakultas Kedokteran dan Ilmu Kesehatan"
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100880,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100882,NULL,NULL,"Politeknik Negeri Medan","Jurusan Akuntansi","D4 Keuangan dan Perbankan Syariah",NULL
30100882,NULL,NULL,"Politeknik Negeri Medan","Jurusan Akuntansi","D4 Keuangan dan Perbankan Syariah",NULL
30100883,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan dan Konseling Jurusan Ilmu Pendidikan"
30100883,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan dan Konseling Jurusan Ilmu Pendidikan"
30100883,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan dan Konseling Jurusan Ilmu Pendidikan"
30100883,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan dan Konseling Jurusan Ilmu Pendidikan"
30100885,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Riau","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100885,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Riau","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100885,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Riau","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100885,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Riau","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100887,NULL,NULL,"Universitas Papua","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan S1 Pendidikan Guru Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100888,NULL,NULL,"Universitas Mataram","Fakultas Pertanian","Prodi S1 Ilmu Tanah Fakultas Pertanian",NULL
30100888,NULL,NULL,"Universitas Mataram","Fakultas Pertanian","Prodi S1 Ilmu Tanah Fakultas Pertanian",NULL
30100889,NULL,NULL,"Universitas Halu Oleo","Fakultas Ilmu Budaya","Prodi S1 Sastra Prancis Fakultas Ilmu Budaya",NULL
30100889,NULL,NULL,"Universitas Halu Oleo","Fakultas Ilmu Budaya","Prodi S1 Sastra Prancis Fakultas Ilmu Budaya",NULL
30100890,"Fakultas Ilmu Sosial","Jurusan Sosiologi-Antropologi Fakultas Ilmu Sosial","Program Studi S1 Pendidikan Antropologi Jurusan Sosiologi 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar",Antropologi
30100890,"Fakultas Ilmu Sosial","Jurusan Sosiologi-Antropologi Fakultas Ilmu Sosial","Program Studi S1 Pendidikan Antropologi Jurusan Sosiologi 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar",Antropologi
30100892,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Produksi Tanaman Pangan Jurusan Pertanian",NULL
30100892,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Produksi Tanaman Pangan Jurusan Pertanian",NULL
30100893,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Vokasional Teknik Mesin FKIP",NULL
30100893,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Vokasional Teknik Mesin FKIP",NULL
30100893,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Vokasional Teknik Mesin FKIP",NULL
30100893,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Vokasional Teknik Mesin FKIP",NULL
30100894,NULL,NULL,"Universitas Nusa Cendana","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan",NULL
30100894,NULL,NULL,"Universitas Nusa Cendana","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan",NULL
30100894,NULL,NULL,"Universitas Nusa Cendana","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan",NULL
30100894,NULL,NULL,"Universitas Nusa Cendana","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan",NULL
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100895,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Kesehatan","Jurusan Keperawatan Fakultas Ilmu Kesehatan","Program Studi S-1 Keperawatan 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Jurusan Keperawatan Fakultas Ilmu Kesehatan"
30100896,NULL,NULL,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D4 Manajemen Keuangan","Jurusan Akuntansi"
30100896,NULL,NULL,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D4 Manajemen Keuangan","Jurusan Akuntansi"
30100896,NULL,NULL,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D4 Manajemen Keuangan","Jurusan Akuntansi"
30100896,NULL,NULL,"Politeknik Negeri Jakarta","Jurusan Akuntansi","D4 Manajemen Keuangan","Jurusan Akuntansi"
30100900,NULL,NULL,"Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Sipil Fakultas Teknik","Prodi S2 Teknik Sipil Jurusan Teknik Sipil"
30100900,NULL,NULL,"Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Sipil Fakultas Teknik","Prodi S2 Teknik Sipil Jurusan Teknik Sipil"
30100900,NULL,NULL,"Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Sipil Fakultas Teknik","Prodi S2 Teknik Sipil Jurusan Teknik Sipil"
30100900,NULL,NULL,"Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Sipil Fakultas Teknik","Prodi S2 Teknik Sipil Jurusan Teknik Sipil"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100901,NULL,NULL,"Institut Seni Budaya Indonesia Bandung","Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Kriya Jurusan Seni Rupa"
30100902,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Rupa dan Desain","Program Studi Seni Rupa Murni Jurusan Seni Rupa dan Desain",NULL
30100902,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Rupa dan Desain","Program Studi Seni Rupa Murni Jurusan Seni Rupa dan Desain",NULL
30100902,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Rupa dan Desain","Program Studi Seni Rupa Murni Jurusan Seni Rupa dan Desain",NULL
30100902,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Rupa dan Desain","Program Studi Seni Rupa Murni Jurusan Seni Rupa dan Desain",NULL
30100903,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan"
30100903,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Fisika Fakultas Keguruan dan Ilmu Pendidikan"
30100904,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Kimia Fakultas Keguruan dan Ilmu Pendidikan"
30100904,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Kimia Fakultas Keguruan dan Ilmu Pendidikan"
30100904,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Kimia Fakultas Keguruan dan Ilmu Pendidikan"
30100904,"Universitas Sembilanbelas November Kolaka","Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sembilanbelas Ilmu Pendidikan","Prodi S1 Pendidikan Kimia Fakultas Keguruan dan Ilmu Pendidikan"
30100905,NULL,NULL,"Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Mesin Fakultas Teknik",NULL
30100905,NULL,NULL,"Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Mesin Fakultas Teknik",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
30100906,NULL,NULL,"Universitas Samudra","Fakultas Sains dan Teknologi","Prodi S1 Teknik Sipil Fakultas Sains dan Teknologi",NULL
