loc_code,data1,data2,data3,data4,data5,data6
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 1",NULL,NULL,NULL
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 1",NULL,NULL,NULL
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 4",NULL,NULL,NULL
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 4",NULL,NULL,NULL
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 9",NULL,NULL,NULL
30102461,NULL,"Sekretariat Jenderal","Biro Hukum 10 Jenis Formasi : 9",NULL,NULL,NULL
30100009,NULL,NULL,"Universitas Jember","Fakultas Pertanian","Program Studi Sarjana (S1) Ilmu Pertanian Perkebunan","Fakultas Pertanian"
30100009,NULL,NULL,"Universitas Jember","Fakultas Pertanian","Program Studi Sarjana (S1) Ilmu Pertanian Perkebunan","Fakultas Pertanian"
30100018,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Biologi Fakultas Sains 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100018,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Biologi Fakultas Sains 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100020,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Budaya","Prodi S1 Sastra Inggris Fakultas Ilmu Budaya",NULL
30100020,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Budaya","Prodi S1 Sastra Inggris Fakultas Ilmu Budaya",NULL
30100020,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Budaya","Prodi S1 Sastra Inggris Fakultas Ilmu Budaya",NULL
30100020,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Budaya","Prodi S1 Sastra Inggris Fakultas Ilmu Budaya",NULL
30100043,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Psikologi Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100043,NULL,NULL,"Universitas Mulawarman","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Psikologi Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100048,NULL,NULL,"Universitas Riau",Pascasarjana,"Prodi S2 Perencanaan Wilayah dan Perdesaan Pascasarjana",NULL
30100048,NULL,NULL,"Universitas Riau",Pascasarjana,"Prodi S2 Perencanaan Wilayah dan Perdesaan Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100051,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Biologi Program Pascasarjana",NULL
30100056,NULL,NULL,"Universitas Samudra","Fakultas Pertanian","Prodi S1 Akuakultur Fakultas Pertanian",NULL
30100056,NULL,NULL,"Universitas Samudra","Fakultas Pertanian","Prodi S1 Akuakultur Fakultas Pertanian",NULL
30100070,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Perkapalan Fakultas Pembangunan Berkelanjutan",NULL
30100070,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Perkapalan Fakultas Pembangunan Berkelanjutan",NULL
30100077,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jakarta"","Fakultas Teknik","Program Studi S-1 Teknik Perkapalan Fakultas Teknik",NULL
30100077,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jakarta"","Fakultas Teknik","Program Studi S-1 Teknik Perkapalan Fakultas Teknik",NULL
30100082,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Pertunjukan","Program Studi Seni Tari Jurusan Seni Pertunjukan",NULL
30100082,NULL,NULL,"Institut Seni Budaya Indonesia Tanah Papua","Jurusan Seni Pertunjukan","Program Studi Seni Tari Jurusan Seni Pertunjukan",NULL
30100083,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Pendidikan Ilmu Pengetahuan Alam",NULL
30100083,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Pendidikan Ilmu Pengetahuan Alam",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100088,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Fisika dan Fisika Sains Program Pascasarjana",NULL
30100095,NULL,NULL,"Politeknik Negeri Lampung","Jurusan Teknologi Pertanian","Program Studi S1 Tr. Teknologi Rekayasa Kimia Industri",NULL
30100095,NULL,NULL,"Politeknik Negeri Lampung","Jurusan Teknologi Pertanian","Program Studi S1 Tr. Teknologi Rekayasa Kimia Industri",NULL
30100100,NULL,NULL,"Politeknik Negeri Sambas","Jurusan Manajemen Informatika",NULL,NULL
30100100,NULL,NULL,"Politeknik Negeri Sambas","Jurusan Manajemen Informatika",NULL,NULL
30100100,NULL,NULL,"Politeknik Negeri Sambas","Jurusan Manajemen Informatika",NULL,NULL
30100100,NULL,NULL,"Politeknik Negeri Sambas","Jurusan Manajemen Informatika",NULL,NULL
30100102,NULL,NULL,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Statistika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100102,NULL,NULL,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Statistika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100116,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Penelitian dan Evaluasi Pendidikan",NULL
30100116,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Penelitian dan Evaluasi Pendidikan",NULL
30100129,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Sistem Energi Fakultas Teknologi Industri",NULL
30100129,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Sistem Energi Fakultas Teknologi Industri",NULL
30100134,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Sastra Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Bahasa Arab Fakultas Keguruan dan Ilmu Pendidikan"
30100134,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Sastra Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Bahasa Arab Fakultas Keguruan dan Ilmu Pendidikan"
30100143,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik","Program 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Studi S-2 Ilmu Politik Jurusan Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik"
30100143,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik","Program 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Studi S-2 Ilmu Politik Jurusan Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik"
30100151,NULL,NULL,"Universitas Teuku Umar","Fakultas Pertanian","Program Studi S1 Teknologi Hasil Pertanian",NULL
30100151,NULL,NULL,"Universitas Teuku Umar","Fakultas Pertanian","Program Studi S1 Teknologi Hasil Pertanian",NULL
30100157,NULL,NULL,"Universitas Tadulako","Fakultas Pertanian","Jurusan Sosial Ekonomi Pertanian Fakultas Pertanian","Prodi S1 Agribisnis Jurusan Sosial Ekonomi Pertanian"
30100157,NULL,NULL,"Universitas Tadulako","Fakultas Pertanian","Jurusan Sosial Ekonomi Pertanian Fakultas Pertanian","Prodi S1 Agribisnis Jurusan Sosial Ekonomi Pertanian"
30100159,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik",NULL
30100159,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik",NULL
30100159,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik",NULL
30100159,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik",NULL
30100164,NULL,NULL,"Universitas Jember","Fakultas Keperawatan","Program Studi Magister (S2) Keperawatan","Fakultas Keperawatan"
30100164,NULL,NULL,"Universitas Jember","Fakultas Keperawatan","Program Studi Magister (S2) Keperawatan","Fakultas Keperawatan"
30100165,NULL,NULL,"Universitas Riau","Fakultas Kedokteran","Jurusan Klinik Fakultas Kedokteran","Prodi S2 Ilmu Biomedis Jurusan Klinik"
30100165,NULL,NULL,"Universitas Riau","Fakultas Kedokteran","Jurusan Klinik Fakultas Kedokteran","Prodi S2 Ilmu Biomedis Jurusan Klinik"
30100169,NULL,NULL,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Informatika dan Komputer","D4 Teknik Multimedia dan Jaringan",NULL
30100169,NULL,NULL,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Informatika dan Komputer","D4 Teknik Multimedia dan Jaringan",NULL
30100177,NULL,NULL,"Universitas Riau",Pascasarjana,"Prodi S2 Ilmu Lingkungan Pascasarjana",NULL
30100177,NULL,NULL,"Universitas Riau",Pascasarjana,"Prodi S2 Ilmu Lingkungan Pascasarjana",NULL
30100180,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
30100180,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Manajemen Pendidikan Fakultas Ilmu Pendidikan",NULL
30100183,NULL,NULL,"Universitas Bengkulu","Fakultas Pertanian","Prodi S2 Agribisnis",NULL
30100183,NULL,NULL,"Universitas Bengkulu","Fakultas Pertanian","Prodi S2 Agribisnis",NULL
30100183,NULL,NULL,"Universitas Bengkulu","Fakultas Pertanian","Prodi S2 Agribisnis",NULL
30100183,NULL,NULL,"Universitas Bengkulu","Fakultas Pertanian","Prodi S2 Agribisnis",NULL
30100185,Kedokteran,"Bagian Kebidanan dan Kandungan Fakultas Kedokteran","Program Studi Sp-2 Ilmu Kebidanan dan Penyakit Kandungan 8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Bagian Kebidanan dan Kandungan Fakultas Kedokteran"
30100185,Kedokteran,"Bagian Kebidanan dan Kandungan Fakultas Kedokteran","Program Studi Sp-2 Ilmu Kebidanan dan Penyakit Kandungan 8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Bagian Kebidanan dan Kandungan Fakultas Kedokteran"
30100185,Kedokteran,"Bagian Kebidanan dan Kandungan Fakultas Kedokteran","Program Studi Sp-2 Ilmu Kebidanan dan Penyakit Kandungan 8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Bagian Kebidanan dan Kandungan Fakultas Kedokteran"
30100185,Kedokteran,"Bagian Kebidanan dan Kandungan Fakultas Kedokteran","Program Studi Sp-2 Ilmu Kebidanan dan Penyakit Kandungan 8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Bagian Kebidanan dan Kandungan Fakultas Kedokteran"
30100199,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
30100199,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
30100199,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
30100199,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Farmasi Fakultas Sains",NULL
30100234,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Seni Rupa Program Pascasarjana",NULL
30100234,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Seni Rupa Program Pascasarjana",NULL
30100234,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Seni Rupa Program Pascasarjana",NULL
30100234,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Seni Rupa Program Pascasarjana",NULL
30100261,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Arsitektur dan Desain","Prodi S1","Arsitektur Jurusan Arsitektur"
30100261,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Arsitektur dan Desain","Prodi S1","Arsitektur Jurusan Arsitektur"
30100272,NULL,NULL,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi D3 Manajemen Informatika",NULL
30100272,NULL,NULL,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi D3 Manajemen Informatika",NULL
30100277,NULL,NULL,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Manufaktur","D4 Teknologi Rekayasa Manufaktur Jurusan Teknik Manufaktur",NULL
30100277,NULL,NULL,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Manufaktur","D4 Teknologi Rekayasa Manufaktur Jurusan Teknik Manufaktur",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100279,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Elektro Fakultas Teknologi Industri",NULL
30100286,NULL,NULL,"Politeknik Negeri Bali","Jurusan Akuntansi","D3 Akuntansi",NULL
30100286,NULL,NULL,"Politeknik Negeri Bali","Jurusan Akuntansi","D3 Akuntansi",NULL
30100288,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Sejarah Seni dan Arkeologi Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Arkeologi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan"
30100288,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Sejarah Seni dan Arkeologi Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Arkeologi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan"
30100288,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Sejarah Seni dan Arkeologi Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Arkeologi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan"
30100288,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Sejarah Seni dan Arkeologi Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Arkeologi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan"
30100305,NULL,NULL,"Universitas Mataram","Fakultas Matematika dan Ilmu Pengetahuan AIam","Prodi S1 Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100305,NULL,NULL,"Universitas Mataram","Fakultas Matematika dan Ilmu Pengetahuan AIam","Prodi S1 Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100315,NULL,NULL,"Universitas Singaperbangsa Karawang","Fakultas Teknik",Prodi,"S1 Teknik Elektro Fakultas Teknik"
30100315,NULL,NULL,"Universitas Singaperbangsa Karawang","Fakultas Teknik",Prodi,"S1 Teknik Elektro Fakultas Teknik"
30100323,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Teknik","Program Studi S1 Pendidikan Tata Busana Fakultas Teknik",NULL
30100323,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Teknik","Program Studi S1 Pendidikan Tata Busana Fakultas Teknik",NULL
30100324,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Sosiologi Program Pascasarjana",NULL
30100324,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Sosiologi Program Pascasarjana",NULL
30100331,NULL,NULL,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman","Program Studi D3 Penangkapan Ikan Jurusan Teknologi Kemaritiman",NULL
30100331,NULL,NULL,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman","Program Studi D3 Penangkapan Ikan Jurusan Teknologi Kemaritiman",NULL
30100339,NULL,NULL,"Politeknik Negeri Bali","Jurusan Teknologi Informasi","D3 Manajemen Informatika Jurusan Teknologi Informasi",NULL
30100339,NULL,NULL,"Politeknik Negeri Bali","Jurusan Teknologi Informasi","D3 Manajemen Informatika Jurusan Teknologi Informasi",NULL
30100344,"Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi dan Studi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S2 Ekonomi Jurusan Ilmu 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Ekonomi dan Studi Pembangunan"
30100344,"Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi dan Studi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S2 Ekonomi Jurusan Ilmu 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Ekonomi dan Studi Pembangunan"
30100344,"Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi dan Studi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S2 Ekonomi Jurusan Ilmu 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Ekonomi dan Studi Pembangunan"
30100344,"Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi dan Studi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S2 Ekonomi Jurusan Ilmu 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Ekonomi dan Studi Pembangunan"
30100346,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Pendidikan Jasmani Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100346,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Pendidikan Jasmani Jurusan Pendidikan Ilmu Pengetahuan Sosial"
30100347,NULL,NULL,"Universitas Tanjungpura","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S2 Magister Teknik Elektro Jurusan Teknik Elektro"
30100347,NULL,NULL,"Universitas Tanjungpura","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S2 Magister Teknik Elektro Jurusan Teknik Elektro"
30100347,NULL,NULL,"Universitas Tanjungpura","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S2 Magister Teknik Elektro Jurusan Teknik Elektro"
30100347,NULL,NULL,"Universitas Tanjungpura","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S2 Magister Teknik Elektro Jurusan Teknik Elektro"
30100351,NULL,NULL,"Politeknik Negeri Bengkalis","Jurusan Teknik Informatika","Program Studi D3 Teknik Informatika",NULL
30100351,NULL,NULL,"Politeknik Negeri Bengkalis","Jurusan Teknik Informatika","Program Studi D3 Teknik Informatika",NULL
30100353,NULL,NULL,"Universitas Sulawesi Barat","Fakultas Teknik","Prodi S1 Informatika Fakultas Teknik",NULL
30100353,NULL,NULL,"Universitas Sulawesi Barat","Fakultas Teknik","Prodi S1 Informatika Fakultas Teknik",NULL
30100361,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Kimia Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam"
30100361,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Kimia Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam"
30100368,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Teknik Sipil Jurusan Teknik Sipil"
30100368,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Teknik Sipil Jurusan Teknik Sipil"
30100369,NULL,NULL,"Universitas Jember","Fakultas Teknik","Jurusan Teknik Elektro","Fakultas Teknik"
30100369,NULL,NULL,"Universitas Jember","Fakultas Teknik","Jurusan Teknik Elektro","Fakultas Teknik"
30100371,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi Fakultas Ekonomi dan Bisnis","Program Studi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Ekonomi Pembangunan Jurusan Ilmu Ekonomi"
30100371,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi Fakultas Ekonomi dan Bisnis","Program Studi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Ekonomi Pembangunan Jurusan Ilmu Ekonomi"
30100376,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Rekayasa dan Teknologi Industri","Prodi S1 Rekayasa Keselamatan Fakultas Rekayasa dan Teknologi Industri",NULL
30100376,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Rekayasa dan Teknologi Industri","Prodi S1 Rekayasa Keselamatan Fakultas Rekayasa dan Teknologi Industri",NULL
30100381,"Matematika dan Ilmu Pengetahuan Alam","Jurusan Ilmu Komputer Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Komputer Jurusan Ilmu Komputer"
30100381,"Matematika dan Ilmu Pengetahuan Alam","Jurusan Ilmu Komputer Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Komputer Jurusan Ilmu Komputer"
30100385,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Kimia","Program Studi S1 Pendidikan Kimia"
30100385,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Kimia","Program Studi S1 Pendidikan Kimia"
30100390,NULL,NULL,"Universitas Mulawarman","Fakultas Pertanian","Jurusan Teknologi Hasil Pertanian Fakultas Pertanian","Prodi S3 Ilmu Pertanian Jurusan Teknologi Hasil Pertanian"
30100390,NULL,NULL,"Universitas Mulawarman","Fakultas Pertanian","Jurusan Teknologi Hasil Pertanian Fakultas Pertanian","Prodi S3 Ilmu Pertanian Jurusan Teknologi Hasil Pertanian"
30100390,NULL,NULL,"Universitas Mulawarman","Fakultas Pertanian","Jurusan Teknologi Hasil Pertanian Fakultas Pertanian","Prodi S3 Ilmu Pertanian Jurusan Teknologi Hasil Pertanian"
30100390,NULL,NULL,"Universitas Mulawarman","Fakultas Pertanian","Jurusan Teknologi Hasil Pertanian Fakultas Pertanian","Prodi S3 Ilmu Pertanian Jurusan Teknologi Hasil Pertanian"
